Participant	Age	Condition	TestingMoment	Word	Correct	Score	Phonemes	PhonemesCorrectRelative	PhonemesIncorrectRelative	KnownBeforePassive	KnownBeforeActive	AttentionAllocation	PassiveKnowledge	Lextale	YearsOfDutch	Exposure	ProficiencySelf	BigVocabulary	OnlyMeaning	UnknownWords	SmallDifferences	OtherLanguages
1	22	[+O, +NTH]	Immediate	dobber	Incorrect	0	5	0	5	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	passer	Incorrect	0	5	0	5	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	klos	Incorrect	0	4	0	4	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	vijzel	Incorrect	0	5	0	5	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	slab	Correct	1	4	4	0	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	tooi	Correct	1	3	3	0	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	kous	Incorrect	0	3	0	3	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	gesp	Correct	1	4	4	0	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	sambabal	Partial	0.6	8	5	3	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	tol	Correct	1	3	3	0	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	rammelaar	Partial	0.86	7	6	1	Yes	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	romper	Incorrect	0	6	0	6	Yes	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	stolp	Correct	1	5	5	0	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	waaier	Correct	1	5	5	0	Yes	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	garde	Incorrect	0	5	0	5	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Immediate	lessenaar	Incorrect	0	7	0	7	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	vijzel	Incorrect	0	5	0	5	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	dobber	Incorrect	0	5	0	5	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	klos	Incorrect	0	4	0	4	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	passer	Incorrect	0	5	0	5	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	tooi	Correct	1	3	3	0	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	slab	Correct	1	4	4	0	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	kous	Incorrect	0	3	0	3	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	gesp	Correct	1	4	4	0	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	sambabal	Partial	0.6	8	5	3	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	tol	Correct	1	3	3	0	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	rammelaar	Partial	0.86	7	6	1	Yes	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	romper	Incorrect	0	6	0	6	Yes	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	waaier	Correct	1	5	5	0	Yes	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	lessenaar	Incorrect	0	7	0	7	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	garde	Incorrect	0	5	0	5	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
1	22	[+O, +NTH]	Delayed	stolp	Correct	1	5	5	0	No	No	NA	18.75	76	2.50	3.33	4.00	4	4	4	4	3
2	22	[-O, -NTH]	Immediate	vijzel	Incorrect	0	5	0	5	Yes	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	dobber	Incorrect	0	5	0	5	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	klos	Incorrect	0	4	0	4	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	passer	Incorrect	0	5	0	5	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	slab	Incorrect	0	4	0	4	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	tooi	Correct	1	3	3	0	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	kous	Incorrect	0	3	0	3	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	gesp	Incorrect	0	4	0	4	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	romper	Incorrect	0	6	0	6	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	sambabal	Partial	0.63	8	5	3	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	rammelaar	Partial	0.57	7	4	3	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	tol	Incorrect	0	3	0	3	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	lessenaar	Correct	1	7	7	0	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	garde	Incorrect	0	5	0	5	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	stolp	Incorrect	0	5	0	5	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Immediate	waaier	Incorrect	0	5	0	5	Yes	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	vijzel	Incorrect	0	5	0	5	Yes	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	passer	Incorrect	0	5	0	5	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	klos	Incorrect	0	4	0	4	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	dobber	Incorrect	0	5	0	5	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	kous	Incorrect	0	3	0	3	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	slab	Incorrect	0	4	0	4	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	gesp	Incorrect	0	4	0	4	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	tooi	Correct	1	3	3	0	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	rammelaar	Partial	0.57	7	4	3	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	romper	Incorrect	0	6	0	6	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	tol	Incorrect	0	3	0	3	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	sambabal	Partial	0.63	8	5	3	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	stolp	Partial	0.8	5	4	1	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	waaier	Incorrect	0	5	0	5	Yes	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	lessenaar	Correct	1	7	7	0	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
2	22	[-O, -NTH]	Delayed	garde	Incorrect	0	5	0	5	No	No	NA	12.50	69	3.00	4.33	4.00	5	2	4	4	2
3	20	[+O, +NTH]	Immediate	stolp	Incorrect	0	5	0	5	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	waaier	Correct	1	5	5	0	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	garde	Incorrect	0	5	0	5	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	lessenaar	Incorrect	0	7	0	7	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	rammelaar	Incorrect	0	7	0	7	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	tol	Incorrect	0	3	0	3	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	romper	Incorrect	0	6	0	6	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	sambabal	Incorrect	0	8	0	8	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	gesp	Incorrect	0	4	0	4	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	kous	Incorrect	0	3	0	3	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	tooi	Correct	1	3	3	0	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	slab	Partial	0.5	4	2	2	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	klos	Partial	0.25	4	1	3	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	vijzel	Incorrect	0	5	0	5	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	dobber	Incorrect	0	5	0	5	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Immediate	passer	Incorrect	0	5	0	5	Yes	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	garde	Incorrect	0	5	0	5	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	lessenaar	Incorrect	0	7	0	7	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	stolp	Incorrect	0	5	0	5	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	waaier	Correct	1	5	5	0	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	romper	Incorrect	0	6	0	6	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	rammelaar	Incorrect	0	7	0	7	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	sambabal	Incorrect	0	8	0	8	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	tol	Incorrect	0	3	0	3	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	gesp	Incorrect	0	4	0	4	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	tooi	Partial	0.33	3	1	2	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	slab	Incorrect	0	4	0	4	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	kous	Incorrect	0	3	0	3	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	klos	Partial	0.25	4	1	3	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	dobber	Incorrect	0	5	0	5	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	vijzel	Incorrect	0	5	0	5	No	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
3	20	[+O, +NTH]	Delayed	passer	Incorrect	0	5	0	5	Yes	No	NA	6.25	77	2.00	3.33	4.00	4	2	4	4	2
4	25	[-O, +NTH]	Immediate	stolp	Incorrect	0	5	0	5	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	waaier	Incorrect	0	5	0	5	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	garde	Incorrect	0	5	0	5	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	lessenaar	Incorrect	0	7	0	7	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	romper	Incorrect	0	6	0	6	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	rammelaar	Incorrect	0	7	0	7	Yes	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	sambabal	Partial	0.63	8	5	3	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	tol	Incorrect	0	3	0	3	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	kous	Incorrect	0	3	0	3	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	tooi	Incorrect	0	3	0	3	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	slab	Incorrect	0	4	0	4	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	gesp	Incorrect	0	4	0	4	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	passer	Incorrect	0	5	0	5	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	klos	Incorrect	0	4	0	4	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	dobber	Correct	1	5	5	0	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Immediate	vijzel	Incorrect	0	5	0	5	Yes	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	waaier	Incorrect	0	5	0	5	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	stolp	Incorrect	0	5	0	5	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	lessenaar	Incorrect	0	7	0	7	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	garde	Incorrect	0	5	0	5	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	romper	Incorrect	0	6	0	6	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	tol	Incorrect	0	3	0	3	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	rammelaar	Partial	0.14	7	1	6	Yes	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	sambabal	Partial	0.63	8	5	3	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	gesp	Incorrect	0	4	0	4	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	tooi	Incorrect	0	3	0	3	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	slab	Incorrect	0	4	0	4	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	kous	Incorrect	0	3	0	3	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	vijzel	Incorrect	0	5	0	5	Yes	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	passer	Incorrect	0	5	0	5	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	dobber	Correct	1	5	5	0	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
4	25	[-O, +NTH]	Delayed	klos	Incorrect	0	4	0	4	No	No	NA	12.50	76	3.20	3.33	4.00	4	1	4	5	3
5	21	[+O, +NTH]	Immediate	vijzel	Incorrect	0	5	0	5	Yes	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	passer	Incorrect	0	5	0	5	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	dobber	Partial	0.6	5	3	2	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	klos	Incorrect	0	4	0	4	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	tooi	Incorrect	0	3	0	3	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	gesp	Incorrect	0	4	0	4	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	slab	Incorrect	0	4	0	4	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	kous	Incorrect	0	3	0	3	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	tol	Incorrect	0	3	0	3	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	rammelaar	Correct	1	7	7	0	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	romper	Incorrect	0	6	0	6	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	sambabal	Incorrect	0	8	0	8	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	waaier	Incorrect	0	5	0	5	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	lessenaar	Correct	1	7	7	0	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	garde	Incorrect	0	5	0	5	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Immediate	stolp	Incorrect	0	5	0	5	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	klos	Incorrect	0	4	0	4	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	dobber	Partial	0.6	5	3	2	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	vijzel	Incorrect	0	5	0	5	Yes	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	passer	Incorrect	0	5	0	5	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	slab	Partial	0.25	4	1	3	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	gesp	Incorrect	0	4	0	4	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	tooi	Incorrect	0	3	0	3	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	kous	Incorrect	0	3	0	3	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	tol	Incorrect	0	3	0	3	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	rammelaar	Correct	1	7	7	0	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	sambabal	Incorrect	0	8	0	8	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	romper	Incorrect	0	6	0	6	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	waaier	Incorrect	0	5	0	5	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	stolp	Incorrect	0	5	0	5	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	garde	Partial	0.2	5	1	4	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
5	21	[+O, +NTH]	Delayed	lessenaar	Correct	1	7	7	0	No	No	NA	6.25	69	2.00	3.67	4.00	3	3	4	4	2
6	24	[-O, -NTH]	Immediate	klos	Incorrect	0	4	0	4	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	vijzel	Incorrect	0	5	0	5	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	dobber	Incorrect	0	5	0	5	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	passer	Incorrect	0	5	0	5	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	kous	Incorrect	0	3	0	3	Yes	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	gesp	Incorrect	0	4	0	4	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	slab	Incorrect	0	4	0	4	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	tooi	Correct	1	3	3	0	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	rammelaar	Partial	0.43	7	3	4	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	tol	Incorrect	0	3	0	3	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	romper	Partial	0.67	6	4	2	Yes	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	sambabal	Correct	1	8	8	0	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	garde	Incorrect	0	5	0	5	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	waaier	Partial	0.5	5	3	3	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	lessenaar	Incorrect	0	7	0	7	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Immediate	stolp	Partial	0.8	5	4	1	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	passer	Incorrect	0	5	0	5	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	vijzel	Incorrect	0	5	0	5	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	klos	Incorrect	0	4	0	4	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	dobber	Incorrect	0	5	0	5	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	gesp	Incorrect	0	4	0	4	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	tooi	Correct	1	3	3	0	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	kous	Incorrect	0	3	0	3	Yes	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	slab	Correct	1	4	4	0	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	sambabal	Correct	1	8	8	0	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	tol	Incorrect	0	3	0	3	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	rammelaar	Partial	0.57	7	4	3	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	romper	Incorrect	0	6	0	6	Yes	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	lessenaar	Incorrect	0	7	0	7	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	stolp	Correct	1	5	5	0	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	waaier	Partial	0.5	5	3	3	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
6	24	[-O, -NTH]	Delayed	garde	Incorrect	0	5	0	5	No	No	NA	12.50	78	5.00	2.33	4.00	4	2	3	2	2
