Participant	Age	Condition	TestingMoment	Word	Correct	Score	Phonemes	PhonemesCorrectRelative	PhonemesIncorrectRelative	KnownBeforePassive	KnownBeforeActive	AttentionAllocation	PassiveKnowledge	Lextale	YearsOfDutch	Exposure	ProficiencySelf	BigVocabulary	OnlyMeaning	UnknownWords	SmallDifferences	OtherLanguages
33	24	[-O, -NTH]	Delayed	dobber	Incorrect	0	5	0	5	No	No	10	6.25	59	1.50	3.00	3.00	3	2	3	4	1
34	22	[-O, +NTH]	Immediate	lessenaar	Partial	0.71	7	5	2	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	garde	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	stolp	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	waaier	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	romper	Incorrect	0	6	0	6	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	sambabal	Partial	0.64	8	5	3	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	rammelaar	Incorrect	0	7	0	7	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	tol	Partial	0.67	3	2	1	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	kous	Incorrect	0	3	0	3	Yes	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	slab	Incorrect	0	4	0	4	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	gesp	Incorrect	0	4	0	4	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	tooi	Correct	1	3	3	0	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	vijzel	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	dobber	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	klos	Incorrect	0	4	0	4	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Immediate	passer	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	stolp	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	garde	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	lessenaar	Partial	0.71	7	5	2	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	waaier	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	romper	Incorrect	0	6	0	6	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	sambabal	Partial	0.63	8	5	3	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	rammelaar	Incorrect	0	7	0	7	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	tol	Incorrect	0	3	0	3	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	kous	Incorrect	0	3	0	3	Yes	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	slab	Incorrect	0	4	0	4	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	tooi	Correct	1	3	3	0	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	gesp	Incorrect	0	4	0	4	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	dobber	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	passer	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	klos	Incorrect	0	4	0	4	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
34	22	[-O, +NTH]	Delayed	vijzel	Incorrect	0	5	0	5	No	No	30	6.25	73	1.50	4.00	3.00	4	3	4	3	1
35	21	[-O, +NTH]	Immediate	garde	Incorrect	0	5	0	5	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	lessenaar	Correct	1	7	7	0	Yes	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	stolp	Incorrect	0	5	0	5	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	waaier	Partial	0.8	5	4	1	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	rammelaar	Incorrect	0	7	0	7	Yes	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	sambabal	Incorrect	0	8	0	8	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	tol	Incorrect	0	3	0	3	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	romper	Incorrect	0	6	0	6	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	kous	Incorrect	0	3	0	3	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	tooi	Incorrect	0	3	0	3	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	gesp	Incorrect	0	4	0	4	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	slab	Incorrect	0	4	0	4	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	klos	Incorrect	0	4	0	4	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	vijzel	Incorrect	0	5	0	5	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	passer	Incorrect	0	5	0	5	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Immediate	dobber	Incorrect	0	5	0	5	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	waaier	Partial	0.67	5	3	2	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	garde	Incorrect	0	5	0	5	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	stolp	Incorrect	0	5	0	5	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	lessenaar	Correct	1	7	7	0	Yes	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	rammelaar	Incorrect	0	7	0	7	Yes	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	romper	Incorrect	0	6	0	6	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	sambabal	Incorrect	0	8	0	8	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	tol	Incorrect	0	3	0	3	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	slab	Incorrect	0	4	0	4	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	kous	Incorrect	0	3	0	3	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	tooi	Incorrect	0	3	0	3	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	gesp	Incorrect	0	4	0	4	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	dobber	Incorrect	0	5	0	5	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	vijzel	Incorrect	0	5	0	5	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	passer	Incorrect	0	5	0	5	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
35	21	[-O, +NTH]	Delayed	klos	Incorrect	0	4	0	4	No	No	30	12.50	73	2.50	3.33	4.00	4	1	3	4	3
36	25	[-O, +NTH]	Immediate	waaier	Correct	1	5	5	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	stolp	Incorrect	0	5	0	5	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	lessenaar	Correct	1	7	7	0	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	garde	Correct	1	5	5	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	rammelaar	Correct	1	7	7	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	sambabal	Correct	1	8	8	0	Yes	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	tol	Incorrect	0	3	0	3	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	romper	Incorrect	0	6	0	6	Yes	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	gesp	Correct	1	4	4	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	slab	Incorrect	0	4	0	4	Yes	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	tooi	Incorrect	0	3	0	3	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	kous	Correct	1	3	3	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	klos	Incorrect	0	4	0	4	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	passer	Correct	1	5	5	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	dobber	Partial	0.67	5	3	2	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Immediate	vijzel	Correct	1	5	5	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	stolp	Incorrect	0	5	0	5	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	waaier	Correct	1	5	5	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	garde	Correct	1	5	5	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	lessenaar	Correct	1	7	7	0	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	romper	Incorrect	0	6	0	6	Yes	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	sambabal	Correct	1	8	8	0	Yes	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	rammelaar	Correct	1	7	7	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	tol	Correct	1	3	3	0	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	gesp	Correct	1	4	4	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	slab	Incorrect	0	4	0	4	Yes	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	kous	Correct	1	3	3	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	tooi	Incorrect	0	3	0	3	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	dobber	Partial	0.5	5	3	3	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	vijzel	Correct	1	5	5	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	passer	Correct	1	5	5	0	Yes	Yes	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
36	25	[-O, +NTH]	Delayed	klos	Incorrect	0	4	0	4	No	No	10	33.33	93	6.00	5.00	5.00	5	1	5	5	1
37	23	[-O, -NTH]	Immediate	lessenaar	Incorrect	0	7	0	7	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	waaier	Incorrect	0	5	0	5	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	stolp	Correct	1	5	5	0	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	garde	Incorrect	0	5	0	5	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	romper	Incorrect	0	6	0	6	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	sambabal	Correct	1	8	8	0	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	rammelaar	Incorrect	0	7	0	7	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	tol	Incorrect	0	3	0	3	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	gesp	Incorrect	0	4	0	4	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	slab	Incorrect	0	4	0	4	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	tooi	Correct	1	3	3	0	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	kous	Incorrect	0	3	0	3	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	vijzel	Incorrect	0	5	0	5	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	dobber	Partial	0.2	5	1	4	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	klos	Incorrect	0	4	0	4	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Immediate	passer	Incorrect	0	5	0	5	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	lessenaar	Partial	0.5	7	4	4	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	garde	Incorrect	0	5	0	5	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	stolp	Incorrect	0	5	0	5	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	waaier	Incorrect	0	5	0	5	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	tol	Incorrect	0	3	0	3	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	romper	Incorrect	0	6	0	6	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	sambabal	Partial	0.88	8	7	1	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	rammelaar	Incorrect	0	7	0	7	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	slab	Incorrect	0	4	0	4	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	kous	Incorrect	0	3	0	3	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	gesp	Incorrect	0	4	0	4	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	tooi	Incorrect	0	3	0	3	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	vijzel	Incorrect	0	5	0	5	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	dobber	Incorrect	0	5	0	5	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	passer	Incorrect	0	5	0	5	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
37	23	[-O, -NTH]	Delayed	klos	Incorrect	0	4	0	4	No	No	10	0.00	61	2.00	3.33	3.00	4	1	4	4	1
38	21	[-O, -NTH]	Immediate	waaier	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	garde	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	stolp	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	lessenaar	Incorrect	0	7	0	7	Yes	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	rammelaar	Partial	0.43	7	3	4	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	romper	Incorrect	0	6	0	6	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	tol	Correct	1	3	3	0	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	sambabal	Incorrect	0	8	0	8	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	gesp	Incorrect	0	4	0	4	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	kous	Incorrect	0	3	0	3	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	tooi	Incorrect	0	3	0	3	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	slab	Correct	1	4	4	0	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	passer	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	dobber	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	klos	Incorrect	0	4	0	4	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Immediate	vijzel	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	waaier	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	garde	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	stolp	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	lessenaar	Incorrect	0	7	0	7	Yes	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	rammelaar	Partial	0.63	7	4	3	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	tol	Correct	1	3	3	0	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	romper	Incorrect	0	6	0	6	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	sambabal	Incorrect	0	8	0	8	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	kous	Incorrect	0	3	0	3	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	gesp	Partial	0.4	4	2	2	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	tooi	Incorrect	0	3	0	3	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	slab	Incorrect	0	4	0	4	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	dobber	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	vijzel	Partial	0.4	5	2	3	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	passer	Incorrect	0	5	0	5	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
38	21	[-O, -NTH]	Delayed	klos	Incorrect	0	4	0	4	No	No	15	6.25	75	1.50	4.00	3.00	4	3	4	4	3
39	23	[-O, +NTH]	Immediate	waaier	Correct	1	5	5	0	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	lessenaar	Correct	1	7	7	0	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	garde	Correct	1	5	5	0	Yes	Yes	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	stolp	Incorrect	0	5	0	5	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	sambabal	Partial	0.63	8	5	3	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	rammelaar	Incorrect	0	7	0	7	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	tol	Incorrect	0	3	0	3	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	romper	Correct	1	6	6	0	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	slab	Incorrect	0	4	0	4	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	kous	Correct	1	3	3	0	Yes	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	tooi	Incorrect	0	3	0	3	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	gesp	Incorrect	0	4	0	4	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	vijzel	Correct	1	5	5	0	Yes	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	passer	Incorrect	0	5	0	5	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	klos	Partial	0.75	4	3	1	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Immediate	dobber	Partial	0.8	5	4	1	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	waaier	Correct	1	5	5	0	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	garde	Correct	1	5	5	0	Yes	Yes	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	lessenaar	Correct	1	7	7	0	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	stolp	Incorrect	0	5	0	5	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	tol	Incorrect	0	3	0	3	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	rammelaar	Incorrect	0	7	0	7	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	romper	Partial	0.67	6	4	2	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	sambabal	Correct	1	8	8	0	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	tooi	Incorrect	0	3	0	3	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	slab	Incorrect	0	4	0	4	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	kous	Correct	1	3	3	0	Yes	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	gesp	Incorrect	0	4	0	4	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	passer	Incorrect	0	5	0	5	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	klos	Partial	0.75	4	3	1	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	dobber	Partial	0.8	5	4	1	No	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
39	23	[-O, +NTH]	Delayed	vijzel	Correct	1	5	5	0	Yes	No	40	13.33	83	3.50	3.67	4.00	5	2	5	5	1
40	23	[-O, -NTH]	Immediate	lessenaar	Incorrect	0	7	0	7	No	No	10	25.00	55	5.00	3.33	4.00	4	3	3	3	1
